Zipcode,Total_POP,TMale,TMale21 ,TMale35,TMale65,TFemale21,TFemale35,TFemale65,TFemal
38106,24029,11507,149,525,403,143,705,406,12522
30268,10434,4780,42,242,138,51,527,95,5654
32234,5780,2964,118,214,122,5,109,49,2816
32693,12186,6499,265,277,140,49,254,137,5687
33585,1394,573,0,45,16,0,25,33,821
45303,2724,1443,22,162,28,9,96,23,1281
47331,22508,11073,169,721,248,72,610,306,11435
42154,444,195,8,18,0,4,0,0,249
15412,465,219,0,25,7,0,4,2,246
4496,3898,1866,0,118,52,41,116,67,2032
23233,31089,15264,150,873,303,97,1105,385,15825
21742,33180,16181,70,920,307,205,1176,447,16999
13134,208,101,0,3,0,0,0,0,107
2019,17016,8749,163,536,113,9,434,216,8267
2703,44548,21785,311,1630,482,133,1498,714,22763
59081,20,11,0,1,4,0,0,1,9
33955,11406,6264,70,364,190,74,173,267,5142
41256,3253,1464,0,67,58,0,70,18,1789
46068,2811,1373,20,51,48,12,111,49,1438
47920,2498,1295,26,80,37,0,113,51,1203
48034,13819,6202,101,278,107,69,191,378,7617
48885,833,447,6,58,20,0,4,19,386
49013,5596,2839,15,142,51,69,151,136,2757
49817,659,327,0,13,6,8,12,13,332
12870,1576,798,6,26,18,5,84,4,778
38549,3761,1806,2,64,102,57,102,51,1955
53168,8313,4331,29,236,65,34,236,171,3982
31419,58252,27815,541,1915,403,481,2350,604,30437
31543,4292,2137,0,178,41,42,110,67,2155
32102,2195,1066,37,58,54,0,61,69,1129
12206,15944,7256,165,380,86,140,585,105,8688
13407,5155,2468,90,136,50,48,145,59,2687
28501,18334,8622,85,544,235,114,620,351,9712
29133,919,478,0,52,0,4,42,1,441
29307,18121,8344,78,299,269,60,445,244,9777
87517,346,165,0,0,0,0,0,0,181
83443,1107,533,16,28,13,10,6,24,574
85920,434,227,0,19,9,0,1,19,207
99166,3058,1615,0,105,132,0,55,90,1443
99580,80,37,2,2,0,2,0,0,43
96708,10243,5200,0,444,293,99,470,102,5043
715,2972,1459,36,58,12,53,70,33,1513
777,39994,19017,457,1237,300,441,1479,398,20977
27355,2475,1245,4,86,68,3,25,2,1230
35671,2185,1174,27,53,24,41,164,64,1011
35748,7257,3511,9,198,84,65,187,116,3746
36256,1638,894,4,31,21,0,62,10,744
37183,3121,1585,14,51,9,2,89,53,1536
21842,10669,5566,74,286,172,45,219,217,5103
22731,30,23,0,0,0,0,0,0,7
23415,1489,696,13,13,63,0,51,0,793
21158,20929,10268,99,493,269,147,617,328,10661
78935,1396,653,0,7,43,18,17,68,743
79111,2333,1240,15,83,3,31,68,29,1093
80757,211,103,0,8,5,1,3,3,108
71021,668,300,0,7,0,13,11,3,368
72003,698,361,3,17,20,0,15,21,337
72389,200,97,0,9,13,0,0,8,103
94404,36905,18351,57,1483,434,100,1359,492,18554
87041,772,358,6,24,2,16,31,13,414
93605,188,73,0,11,0,0,14,0,115
75114,6392,3144,19,248,103,0,274,46,3248
76044,3810,2083,4,167,17,21,188,32,1727
77585,998,419,16,14,46,0,18,78,579
39203,6360,3207,112,188,80,179,64,87,3153
39347,1686,804,33,0,59,0,78,22,882
61943,1660,770,3,31,19,0,68,32,890
57428,695,321,7,12,2,0,14,12,374
47404,23466,11965,838,690,328,918,777,276,11501
48324,18086,9119,58,506,170,65,562,258,8967
56588,502,264,0,19,9,0,9,15,238
50673,171,88,0,0,1,0,6,2,83
54845,119,61,0,8,4,0,11,0,58
55085,498,248,0,3,10,0,10,4,250
56123,468,233,0,6,13,0,17,8,235
41048,15560,7287,53,582,121,146,654,228,8273
44837,4408,2360,40,187,81,6,130,40,2048
45306,2370,1267,12,69,33,8,77,37,1103
38574,8377,4165,11,135,86,47,262,95,4212
39701,13264,6276,58,571,104,170,225,237,6988
35442,6237,2404,0,124,102,10,375,175,3833
36250,4958,2169,0,208,47,0,133,90,2789
46773,3351,1661,4,106,52,44,72,49,1690
47970,1830,928,0,49,3,36,16,33,902
37031,4198,2234,0,169,34,13,112,96,1964
37692,4989,2666,19,159,63,13,102,59,2323
18443,447,205,0,13,0,0,6,0,242
18614,2233,1150,9,63,41,5,42,44,1083
57035,1154,621,8,49,41,10,47,0,533
57329,313,155,0,1,16,3,9,5,158
58444,199,110,5,9,0,1,4,1,89
63138,18582,8712,101,327,172,183,636,184,9870
73127,25134,12637,303,758,254,259,823,300,12497
78669,12106,5543,26,549,239,42,421,252,6563
5472,1675,907,22,56,29,0,31,31,768
98223,42880,21247,141,1300,719,234,1309,660,21633
91210,689,421,0,99,0,0,39,0,268
91371,0,0,0,0,0,0,0,0,0
94526,32539,15955,178,704,425,122,703,651,16584
38456,5403,2670,30,106,29,50,134,56,2733
39328,5239,2892,78,235,90,31,108,84,2347
45146,1458,748,5,38,8,5,116,10,710
30250,656,596,16,141,0,0,16,0,60
2833,1144,516,0,0,0,0,33,0,628
63390,10946,5410,28,509,188,118,478,144,5536
64449,528,322,6,18,1,5,12,8,206
1375,3659,1921,24,122,42,101,68,37,1738
71254,6505,4003,150,265,82,16,111,64,2502
53714,16291,7861,85,569,174,144,635,287,8430
78945,10463,5362,17,156,190,35,273,139,5101
47122,10910,5315,97,249,138,72,401,154,5595
83348,372,158,0,0,0,0,0,0,214
38060,9463,4483,30,232,161,59,356,202,4980
56374,10622,4621,61,380,72,312,248,149,6001
67764,480,249,9,23,15,1,24,1,231
38901,18722,8815,337,715,165,157,571,253,9907
42721,3570,1708,18,164,37,37,108,24,1862
95315,14019,7106,48,420,132,58,665,150,6913
37333,517,272,0,4,0,0,20,7,245
44082,2464,1250,0,51,0,70,36,0,1214
44304,5028,2583,215,77,22,179,106,9,2445
14843,12911,6647,93,294,150,85,345,148,6264
16102,5967,3073,18,186,95,17,149,61,2894
46920,1085,543,11,20,17,0,19,27,542
16861,297,146,3,8,3,0,6,0,151
32244,60712,29252,488,2047,413,566,2262,929,31460
61822,25829,12329,54,865,264,94,1133,460,13500
24312,1708,903,17,0,24,0,64,32,805
58757,897,474,0,24,10,3,2,2,423
24846,55,23,0,0,0,0,0,12,32
49345,14488,7412,81,600,241,47,466,232,7076
51246,3385,1622,47,144,30,14,175,39,1763
4975,0,0,0,0,0,0,0,0,0
12019,14429,7041,62,423,248,58,459,160,7388
5664,175,66,0,28,0,0,27,0,109
6351,15975,8184,73,393,281,86,388,209,7791
53551,8700,4383,0,320,97,4,202,139,4317
54733,1252,624,3,29,13,5,39,14,628
55350,17872,9031,110,555,235,180,543,223,8841
30511,4009,2042,38,187,38,66,99,17,1967
60556,2029,928,8,95,28,5,95,14,1101
30624,3256,1699,25,72,38,24,86,32,1557
74959,7150,3663,68,299,69,92,176,131,3487
23405,858,434,23,0,4,0,0,42,424
79511,1165,555,3,23,17,0,25,7,610
19533,8148,4436,74,348,68,46,254,64,3712
72426,188,93,0,0,0,5,4,4,95
28547,25420,21000,3129,177,9,213,283,0,4420
83815,34141,16840,109,903,376,107,878,387,17301
83428,394,200,0,2,3,0,5,15,194
85352,510,296,0,0,0,0,0,0,214
93543,15135,7365,81,449,64,106,520,212,7770
76955,180,91,0,20,25,0,0,0,89
38570,9403,4593,113,225,101,64,212,214,4810
89442,1125,540,4,31,6,7,14,9,585
44123,16515,7594,121,422,203,43,554,345,8921
80020,49657,24849,241,1797,356,246,1857,631,24808
32128,19806,9394,149,479,426,60,713,305,10412
71250,162,71,0,0,0,0,0,0,91
34683,33162,15538,95,783,393,198,907,587,17624
35031,8060,3856,84,129,116,50,235,89,4204
45132,398,206,0,17,2,0,12,0,192
44444,9563,4765,186,197,152,27,194,196,4798
50643,2862,1529,0,71,62,12,73,51,1333
15411,639,310,2,11,6,0,11,11,329
15463,33,17,0,0,0,0,0,0,16
40023,5178,2614,42,195,42,0,155,140,2564
15673,1328,629,3,32,18,3,53,14,699
33054,32035,14892,401,721,172,219,657,415,17143
11430,198,188,0,25,0,0,0,0,10
33461,46344,22459,411,1900,265,257,1719,375,23885
13207,13135,6250,110,350,164,85,403,215,6885
29365,11211,5664,0,433,111,51,391,71,5547
30143,21487,10673,58,548,382,141,387,380,10814
26571,2379,1177,0,69,6,0,133,35,1202
18602,252,131,0,2,1,1,3,5,121
33412,14918,7814,42,263,223,48,347,282,7104
28211,30789,14180,34,980,277,120,1233,431,16609
60961,725,375,3,33,10,0,60,3,350
8825,4327,2129,22,52,104,38,83,74,2198
62089,501,296,5,9,4,0,0,9,205
62465,964,492,30,7,9,0,30,12,472
42461,1113,588,13,44,6,2,27,33,525
68929,200,115,0,9,7,0,7,7,85
70537,437,253,0,0,0,0,0,12,184
46011,17467,8261,65,605,281,97,652,259,9206
66220,7169,3596,0,173,159,15,238,39,3573
33993,24856,12678,45,618,285,98,642,229,12178
68017,1694,868,8,17,44,11,42,47,826
56577,4,2,0,0,0,0,0,0,2
36321,1744,882,20,48,18,23,53,15,862
88011,31196,14092,303,914,497,430,454,243,17104
64116,15576,7584,139,418,204,202,441,179,7992
88121,95,44,0,6,0,0,0,0,51
75551,10679,5142,27,173,63,50,221,187,5537
84732,33,18,0,0,4,0,0,3,15
97630,5123,2799,18,148,64,35,96,30,2324
89011,25826,12558,128,990,256,170,899,245,13268
98802,30878,15249,164,1168,399,133,1004,338,15629
95066,15217,7581,179,513,222,102,403,135,7636
83244,328,182,0,0,6,0,6,0,146
98651,861,477,0,30,5,0,31,20,384
97148,3735,1889,22,100,71,3,139,130,1846
1057,8745,4274,44,179,179,19,150,158,4471
96035,3731,1963,16,131,33,0,157,94,1768
53520,6432,3230,22,174,96,51,156,116,3202
1830,26695,13204,120,954,162,57,1076,328,13491
54564,408,227,1,10,20,0,5,17,181
63105,18333,9164,218,393,194,185,519,157,9169
42236,635,363,0,17,30,5,12,32,272
54005,2944,1607,11,109,53,4,106,44,1337
20684,1362,696,0,54,0,21,23,14,666
21869,1100,555,1,22,26,9,9,8,545
71801,16956,7798,124,393,146,59,645,202,9158
23168,7257,3398,0,229,60,0,351,54,3859
15226,13884,6722,63,491,95,61,455,223,7162
27379,5601,2569,9,155,53,28,169,64,3032
12094,2550,1376,15,243,0,0,202,18,1174
43050,28508,13840,123,608,371,308,770,598,14668
24719,25,13,0,0,13,0,0,0,12
24421,3931,2041,13,26,122,0,46,58,1890
24737,182,68,0,11,0,0,22,0,114
28651,7419,3570,0,226,238,66,154,110,3849
51531,656,313,0,9,14,0,12,14,343
29205,24756,12287,594,708,228,276,602,194,12469
71029,156,84,0,1,4,0,6,0,72
29717,1400,715,2,58,39,36,34,33,685
15634,235,96,10,0,0,8,12,0,139
48242,0,0,0,0,0,0,0,0,0
16853,180,108,0,3,0,0,0,11,72
5641,16382,7967,126,495,249,241,672,221,8415
32607,30624,14104,991,565,136,1561,469,291,16520
59041,1773,964,15,45,97,0,47,30,809
27042,610,274,0,20,0,0,0,31,336
32080,21943,11071,156,430,447,69,302,279,10872
5492,707,376,7,33,13,0,29,18,331
6442,2624,1349,0,17,14,48,24,69,1275
8810,9049,4537,19,203,44,19,432,70,4512
11709,6708,3404,45,171,109,93,181,175,3304
12929,3916,3541,88,483,21,0,36,0,375
13435,287,141,0,9,1,0,8,2,146
1107,11582,5786,78,308,98,111,318,85,5796
2482,11039,5132,48,127,135,126,161,118,5907
74081,1823,982,33,53,17,0,15,25,841
48509,8823,4174,18,248,85,69,248,124,4649
78245,76177,36927,403,2626,310,589,3309,975,39250
80424,10120,4986,66,317,104,50,580,236,5134
80820,751,376,0,6,41,0,34,27,375
93562,1723,888,8,45,34,0,73,14,835
87520,1237,633,0,11,16,0,23,33,604
89121,64340,31386,367,1368,728,412,2206,876,32954
74558,410,197,3,7,12,0,4,3,213
68341,1066,580,2,19,2,2,49,14,486
38623,245,153,0,6,5,0,0,0,92
84034,150,62,2,5,0,0,5,4,88
85335,35004,17388,173,1174,178,287,1296,290,17616
60152,12345,6113,157,346,193,14,360,275,6232
60928,775,345,0,11,7,4,34,11,430
56274,137,68,6,1,8,0,4,4,69
79033,76,24,0,0,0,0,0,0,52
73546,1036,517,0,15,18,0,31,5,519
70706,23001,10757,12,963,158,122,834,465,12244
71342,7333,3380,28,146,118,95,277,88,3953
23488,321,147,0,6,0,0,0,0,174
13633,332,215,0,15,6,10,7,10,117
31006,4476,2178,62,95,66,28,215,135,2298
21781,159,96,0,0,0,14,0,0,63
8070,12392,5921,59,269,203,51,353,112,6471
10458,83960,40415,856,2121,534,1108,2528,1021,43545
28392,1628,820,5,42,6,0,15,0,808
18059,1119,581,0,10,0,0,18,11,538
29625,28813,13499,53,828,416,221,740,407,15314
52166,107,49,0,0,6,0,11,0,58
52769,705,335,0,42,3,8,37,40,370
55926,833,417,0,19,12,12,12,11,416
37215,22414,9929,151,414,225,97,644,386,12485
11701,28149,13455,162,671,287,83,787,325,14694
12147,529,281,0,15,13,5,4,10,248
15781,98,60,0,10,2,0,8,0,38
16845,950,556,27,18,10,1,29,9,394
17543,44216,21471,277,1201,530,193,1210,793,22745
17841,4827,2424,21,140,58,42,118,70,2403
1906,28165,13698,126,629,362,74,755,526,14467
2584,12,0,0,0,0,0,0,0,12
3260,736,370,0,35,10,0,25,5,366
4096,8501,3971,11,200,123,24,167,139,4530
77350,192,70,0,5,2,0,5,2,122
66085,7825,3878,0,212,75,12,215,158,3947
72945,226,111,0,3,5,0,2,2,115
41605,727,409,0,53,23,0,0,40,318
42215,1254,598,28,25,20,0,27,0,656
44493,29,15,0,0,0,0,0,14,14
63110,18208,8440,59,942,195,170,695,394,9768
71261,1130,505,10,4,2,9,37,39,625
55127,18487,8943,25,531,487,79,523,319,9544
45015,11714,5650,174,329,83,143,283,151,6064
46220,36731,17513,47,1535,307,56,1353,441,19218
46320,13703,6375,9,331,119,128,546,264,7328
50103,462,239,0,3,1,10,7,2,223
50835,88,41,0,0,7,0,0,0,47
51025,2018,1038,18,42,52,5,70,21,980
52557,64,64,2,18,0,0,0,0,0
81325,192,107,0,0,10,0,0,0,85
81650,13356,7047,39,695,261,108,492,218,6309
77008,34184,17428,78,1772,365,29,1522,368,16756
80205,34381,17619,62,1923,231,246,1734,505,16762
91201,23619,10765,55,662,234,228,874,290,12854
77318,15380,7645,73,500,196,34,361,246,7735
98852,15,3,0,2,0,0,2,0,12
93612,35450,17650,345,865,283,494,1117,304,17800
94539,52802,25468,216,1466,625,220,2176,629,27334
95258,3881,1956,19,94,75,14,53,89,1925
95410,1159,577,9,7,0,9,26,25,582
95928,37558,18834,856,1123,413,1291,1090,479,18724
65053,1687,857,0,44,32,18,22,10,830
66521,1651,804,0,49,23,0,76,8,847
69028,800,420,5,22,4,1,25,6,380
7856,5028,2425,0,58,31,0,12,98,2603
8720,770,316,0,0,6,7,28,0,454
11234,95666,45456,565,2702,1088,347,3185,1408,50210
11412,37458,17167,222,913,297,336,1197,621,20291
38964,168,55,0,14,0,0,0,0,113
14120,44437,22362,307,1279,604,193,1096,885,22075
62934,902,420,37,19,20,0,50,13,482
70510,25897,12599,75,703,277,252,864,255,13298
70817,35142,17636,355,1140,226,151,1101,628,17506
71409,5396,2903,11,122,115,65,73,59,2493
72040,2894,1388,10,29,76,24,44,53,1506
50529,798,409,0,42,4,6,25,16,389
57271,286,129,0,7,1,0,6,0,157
48178,34308,16595,203,1001,285,225,1001,472,17713
4030,2654,1172,53,131,1,1,189,11,1482
4781,568,308,8,8,2,3,13,17,260
15083,710,326,3,10,10,2,18,5,384
15530,5179,2636,24,117,108,27,125,126,2543
15770,238,119,0,0,4,0,9,0,119
12037,4444,2150,6,133,62,46,91,45,2294
13495,2197,1210,12,84,11,11,103,20,987
735,12404,5870,145,284,161,62,370,198,6534
2030,5987,3113,95,77,60,22,125,63,2874
2635,3131,1521,38,164,37,3,99,138,1610
17557,14298,6728,78,287,117,258,264,208,7570
19078,11240,5576,62,161,96,34,361,236,5664
81638,153,104,0,0,12,0,9,5,49
92082,18065,9005,189,663,269,79,481,320,9060
97499,1800,897,13,30,17,0,9,18,903
99686,3870,2077,2,121,130,0,67,193,1793
94523,35096,16881,171,1180,472,287,1193,645,18215
95412,402,221,20,16,29,0,19,3,181
77086,29178,14078,214,1057,221,251,908,346,15100
78562,4163,2459,50,180,16,51,121,26,1704
79245,2400,1198,9,77,5,0,89,22,1202
66783,2246,1085,7,73,18,4,62,31,1161
67458,231,113,4,5,3,0,17,0,118
67492,250,128,30,10,8,0,7,12,122
67623,172,84,1,0,13,0,5,2,88
68970,1434,673,1,32,17,23,26,28,761
60661,9926,5109,15,756,16,61,555,49,4817
62374,345,196,5,0,8,0,2,3,149
62864,23586,11247,154,568,321,183,722,425,12339
63388,644,310,0,0,9,0,0,10,334
63452,1289,695,17,29,29,4,41,8,594
14747,2201,1147,4,46,33,11,51,28,1054
6612,7558,3817,48,130,53,0,146,131,3741
7045,10655,5200,44,158,60,32,297,157,5455
19149,59633,28992,679,2153,699,439,2065,704,30641
19301,6438,3023,11,206,77,0,163,104,3415
3084,1307,687,9,24,3,5,15,15,620
17233,5242,2623,19,77,40,12,149,58,2619
8079,10103,4769,23,338,151,85,346,150,5334
28714,17044,8286,85,438,265,25,466,268,8758
12834,6286,3157,64,181,81,8,171,91,3129
8620,12052,6373,184,208,127,0,326,274,5679
46946,24,8,0,0,0,0,0,0,16
48211,6318,3303,95,308,46,6,194,132,3015
41810,321,157,0,22,0,0,0,0,164
42322,11,0,0,0,0,0,0,0,11
78526,46799,22429,485,812,142,446,1277,442,24370
87105,59129,28512,497,1674,571,440,1615,838,30617
90017,26728,14436,174,1360,154,284,885,277,12292
61552,146,60,0,0,0,0,0,0,86
62065,179,57,0,0,0,13,0,0,122
17402,37476,18503,282,1148,442,117,1072,609,18973
22546,16242,7435,36,590,229,49,565,109,8807
23693,24882,12417,102,880,270,99,957,323,12465
24017,24132,11159,290,633,219,218,746,487,12973
6235,2309,1295,13,67,26,5,56,63,1014
6269,10124,4989,631,0,0,947,0,0,5135
12583,2465,1309,40,32,31,109,36,19,1156
1854,29561,14789,675,742,220,388,719,470,14772
2540,8389,3896,0,152,112,0,136,208,4493
38922,3292,1736,0,86,39,14,79,34,1556
44310,26659,13079,222,929,358,257,837,261,13580
44621,4476,2305,53,150,84,10,234,111,2171
45458,32068,15410,132,1041,470,127,1209,418,16658
47436,1410,742,0,54,28,17,30,21,668
36251,4895,2276,61,77,7,22,74,35,2619
36723,219,50,0,0,0,0,0,0,169
27051,7678,3805,28,211,145,49,243,78,3873
42753,679,373,18,15,4,0,21,8,306
48002,3234,1644,38,72,18,8,70,46,1590
95943,908,562,0,30,8,0,12,8,346
99036,1718,854,9,47,0,0,38,37,864
83623,1451,749,6,23,27,18,42,43,702
84713,3521,1788,0,100,75,42,135,65,1733
84770,41454,19897,481,1331,536,453,1218,693,21557
85648,19771,9303,213,627,115,190,696,321,10468
76228,999,499,4,22,19,0,31,24,500
76599,2084,0,0,0,0,15,321,44,2084
66736,3730,1821,47,109,54,14,118,127,1909
57528,851,410,2,21,11,10,16,3,441
58102,29911,16506,981,768,364,589,830,252,13405
51446,561,217,2,19,17,0,27,18,344
52215,795,453,0,15,0,0,13,4,342
53083,20234,9980,90,647,228,68,528,286,10254
65452,3070,1508,0,139,56,5,102,37,1562
46057,1251,603,3,74,28,2,16,29,648
49084,41,16,0,0,0,0,0,0,25
61078,1253,613,7,23,4,4,28,45,640
29073,46555,22003,184,1541,426,545,2042,562,24552
44265,0,0,0,0,0,0,0,0,0
40177,1466,764,3,67,9,3,72,15,702
72564,400,197,3,9,15,0,0,4,203
73090,1078,615,0,53,17,5,67,7,463
73179,5299,2519,12,221,60,33,197,53,2780
74949,297,160,0,2,8,0,11,0,137
75848,122,41,0,9,2,0,4,0,81
82055,257,151,0,0,0,0,0,7,106
82638,0,0,0,0,0,0,0,0,0
95701,806,386,0,21,20,14,18,12,420
97388,818,391,0,0,50,0,0,0,427
17582,2273,1163,0,49,0,30,49,17,1110
18459,8,2,0,0,0,0,0,0,6
5674,1613,802,0,61,16,0,79,22,811
6754,1778,919,3,23,24,0,30,23,859
6890,4312,2170,49,96,37,0,98,48,2142
7208,31442,15990,273,1006,269,241,1108,245,15452
7670,14687,7200,92,149,149,144,266,275,7487
7865,2024,955,10,76,0,10,71,54,1069
11694,21354,10932,54,616,347,50,584,324,10422
12156,1151,692,16,37,0,0,42,0,459
21128,14425,6876,78,391,192,41,527,224,7549
21631,2694,1259,4,15,47,0,65,19,1435
14884,240,102,0,5,6,0,16,3,138
4787,620,328,5,6,0,0,11,16,292
75569,3350,1734,48,129,45,77,24,41,1616
77026,22380,11050,198,761,207,207,532,275,11330
83846,848,405,8,42,8,6,31,22,443
95429,124,83,0,0,0,0,9,15,41
87529,4637,2233,11,35,39,0,103,126,2404
93722,83179,41434,753,3082,513,541,2989,823,41745
19606,34804,17031,71,859,385,168,1178,550,17773
79566,376,220,0,0,24,0,0,14,156
5362,55,23,0,0,4,0,0,0,32
1474,1823,907,0,48,46,31,41,0,916
2538,3652,1874,0,149,0,0,79,125,1778
22810,811,398,0,9,0,0,8,0,413
98204,42882,21627,160,1873,245,367,1338,528,21255
23921,1627,844,86,119,84,0,21,13,783
91006,33012,15871,266,968,354,125,1003,413,17141
97070,24339,11308,267,805,145,58,868,271,13031
87510,738,373,0,103,0,0,22,0,365
97110,1133,436,4,41,7,16,74,39,697
94111,3620,1847,1,144,65,15,157,41,1773
92258,778,478,0,18,58,0,12,0,300
92363,5407,2583,12,98,97,44,137,101,2824
40111,1329,645,3,31,35,3,26,46,684
36618,17451,8126,228,422,200,197,763,307,9325
2474,28333,13379,67,1049,372,72,1263,400,14954
62613,3886,1903,5,191,35,9,189,59,1983
62897,362,201,4,23,5,0,11,12,161
4236,4362,2268,28,100,47,24,118,99,2094
61832,34918,16578,204,892,386,345,1042,469,18340
64130,19996,9181,59,505,193,100,601,159,10815
44699,811,419,0,0,27,0,0,15,392
78750,30847,15261,50,1335,381,172,1325,440,15586
45168,1667,833,22,29,64,19,34,2,834
81653,16,16,0,0,0,0,0,0,0
49690,6891,3320,32,118,98,60,164,118,3571
67730,1662,847,18,60,19,0,46,11,815
59038,652,321,0,7,14,11,16,26,331
49303,1009,527,0,30,5,6,23,26,482
77535,34291,16295,152,784,343,138,1589,516,17996
43017,40649,20222,155,1610,383,121,1800,491,20427
29726,1553,750,28,32,30,1,41,10,803
44234,4177,2081,64,83,48,70,134,37,2096
13325,1067,531,8,8,11,13,9,17,536
44710,9557,4421,0,203,147,41,296,183,5136
15301,48950,23469,329,1180,564,197,1379,884,25481
46745,2120,1041,0,26,10,5,9,32,1079
16825,230,129,0,0,0,0,0,0,101
27814,1989,896,0,13,24,19,35,101,1093
58042,1317,676,2,82,8,0,48,23,641
58559,214,106,0,15,6,0,14,5,108
3858,4886,2495,54,206,71,0,164,45,2391
5678,263,96,0,0,0,0,17,0,167
4454,26,13,0,0,3,0,0,0,13
16373,3368,1730,30,74,45,23,60,45,1638
54766,1789,912,25,32,23,24,30,42,877
60156,28886,14163,319,1186,224,167,1069,321,14723
65689,5523,2820,26,232,72,0,156,104,2703
78064,16043,7864,192,630,200,68,311,150,8179
79107,34844,17110,388,1155,174,189,1266,382,17734
56553,200,115,0,4,1,0,4,6,85
12209,9383,4416,246,263,134,29,456,99,4967
72802,21761,10773,63,674,310,107,482,273,10988
27510,15528,7500,218,673,237,165,510,163,8028
84633,1331,690,0,66,3,27,53,2,641
91706,77342,39036,528,2831,741,636,2265,858,38306
64497,480,264,0,5,5,0,16,4,216
29667,263,132,0,0,3,3,6,5,131
74766,1556,734,3,39,18,13,41,29,822
29819,1593,688,6,70,13,11,0,6,905
37043,47576,23042,225,1646,412,195,1316,575,24534
87120,62226,30456,482,2396,648,352,2149,1243,31770
78550,52216,26242,205,1352,451,156,1657,433,25974
45416,6139,2409,58,189,51,48,173,87,3730
33965,1659,747,61,0,0,78,0,0,912
34786,43458,21446,281,1523,364,57,1826,355,22012
41731,1048,504,17,3,13,29,6,5,544
47876,354,0,0,0,0,39,0,8,354
14203,1666,687,0,37,34,0,58,51,979
34224,15913,7642,147,194,340,191,228,384,8271
34602,7314,3782,7,186,283,0,214,263,3532
15771,884,422,14,11,23,19,18,17,462
14738,3247,1574,5,5,11,0,61,120,1673
30471,5085,2614,9,163,73,8,86,78,2471
17219,384,228,0,5,6,0,5,4,156
33316,9801,5456,28,330,148,59,147,166,4345
27052,9906,4343,79,261,79,49,357,165,5563
21056,146,63,0,0,0,0,0,0,83
37327,11711,5701,25,344,195,68,340,191,6010
28538,1961,1053,94,68,27,1,53,91,908
25414,18034,8698,92,613,127,68,622,183,9336
29042,5076,2632,55,124,61,54,74,51,2444
41001,17398,8606,108,545,287,106,561,306,8792
18062,25998,12596,142,664,278,102,899,305,13402
47116,603,389,0,36,45,0,28,0,214
27974,1206,533,0,102,6,10,78,6,673
19953,4528,2273,32,138,127,91,108,35,2255
59487,1298,688,0,45,10,10,37,24,610
61323,91,35,0,0,1,0,0,4,56
11510,33484,15911,251,882,307,90,938,654,17573
41250,1259,615,10,11,24,1,25,7,644
68405,3467,1772,52,91,29,14,124,39,1695
45390,3288,1692,3,163,25,28,72,38,1596
78210,36723,17801,223,1268,231,193,1118,497,18922
38478,17654,8735,51,420,135,84,516,272,8919
67066,308,152,0,1,9,0,12,1,156
36303,31005,14858,249,810,389,146,986,389,16147
40208,17037,8361,576,243,172,579,367,135,8676
63655,1543,792,3,36,16,9,40,23,751
88026,1491,744,0,89,19,0,127,4,747
82327,955,410,18,41,0,13,57,7,545
83619,7748,3723,22,206,191,13,227,190,4025
94702,17092,8256,78,617,117,29,616,167,8836
85048,35252,17434,363,1127,326,141,1291,555,17818
98620,7267,3837,29,320,162,29,242,183,3430
94115,35004,17741,65,1843,263,50,1595,288,17263
99205,43285,21004,231,1627,422,361,1457,656,22281
95546,3768,1722,12,152,45,30,94,75,2046
56646,518,290,0,20,21,4,20,8,228
6237,5447,2873,73,119,132,27,105,149,2574
43147,41000,20114,184,1184,311,171,1664,620,20886
52750,527,276,2,13,9,5,10,6,251
53827,245,120,0,4,9,3,5,3,125
62376,1204,610,0,34,27,0,19,0,594
41049,2393,1153,0,37,23,0,63,55,1240
30345,25562,12877,27,1138,156,96,919,167,12685
41557,1594,832,0,30,12,0,47,10,762
54524,565,275,2,4,13,0,4,0,290
20851,15106,7622,39,616,132,38,475,150,7484
49446,2482,1290,9,116,26,27,44,43,1192
23102,3345,1717,15,155,137,0,6,12,1628
47325,560,224,34,23,0,29,21,10,336
15532,112,55,0,0,2,0,0,0,57
13606,2716,1411,4,58,43,0,119,4,1305
24217,284,73,0,0,0,0,0,0,211
26150,6004,2878,51,243,20,0,271,70,3126
29062,131,86,0,0,0,0,0,14,45
71435,3555,1984,26,113,16,16,172,42,1571
15446,287,100,0,0,0,0,0,0,187
71923,15351,7102,232,351,113,446,420,194,8249
16407,11004,5207,28,286,101,66,403,167,5797
18436,12655,6120,0,200,165,67,222,179,6535
14865,2981,1421,26,77,35,21,63,24,1560
59444,223,124,0,2,7,0,8,6,99
60532,28178,13905,315,1001,249,150,847,367,14273
85326,60999,33180,456,2929,347,487,2066,356,27819
6902,68646,34687,340,2753,671,323,2671,841,33959
8021,44245,20732,441,1355,346,226,1631,622,23513
8106,9593,4530,69,221,131,20,263,79,5063
8751,4379,1978,123,206,47,57,179,81,2401
11973,43,29,0,0,0,0,0,0,14
3832,323,146,0,11,9,0,11,10,177
24374,720,329,0,22,0,0,37,0,391
25534,280,158,0,13,0,0,26,10,122
26031,1662,881,5,64,26,27,23,22,781
26271,386,184,0,2,4,0,18,13,202
43210,12530,6320,397,14,0,292,49,0,6210
44445,3604,1708,0,56,26,21,96,62,1896
44628,932,487,8,16,30,4,17,31,445
38554,988,574,17,37,24,0,38,25,414
38627,1199,521,18,7,10,9,8,0,678
40140,595,324,0,14,5,0,11,0,271
