Zipcode,Total_POP,TMale,TMale21 ,TMale35,TMale65,TFemale21,TFemale35,TFemale65,TFemal
60110,39333,19947,384,1526,281,253,1122,183,19386
48703,2919,1449,0,51,71,12,36,69,1470
57235,897,477,3,29,11,0,30,14,420
58030,675,374,3,16,8,3,21,7,301
36081,15894,7222,262,364,88,682,386,231,8672
39217,1291,468,23,0,0,117,0,0,823
40117,2701,1432,21,85,29,19,105,41,1269
93065,72061,35083,582,2258,585,389,2533,725,36978
95129,39828,19991,176,1584,211,62,1198,519,19837
98330,103,75,0,0,0,0,0,0,28
99009,3671,1854,22,65,14,20,172,56,1817
99330,1142,446,0,81,18,0,86,0,696
99508,35605,17107,369,1088,258,403,1002,238,18498
99558,104,65,2,12,2,0,0,0,39
77578,20310,9790,101,813,89,93,937,297,10520
77880,1197,678,0,47,14,0,10,14,519
94128,135,67,0,0,0,0,0,0,68
95946,9370,4733,1,232,189,115,196,248,4637
81140,2351,1216,0,106,25,10,43,61,1135
88330,3879,2093,153,104,0,61,53,0,1786
90743,267,148,0,22,4,0,10,10,119
70531,1496,697,76,97,0,0,66,13,799
12563,8555,4310,98,482,20,20,366,101,4245
12828,8546,4238,21,240,55,28,338,152,4308
13301,108,43,0,0,0,0,0,0,65
14068,6632,2968,7,216,69,40,151,154,3664
10026,39363,18124,467,1572,244,191,1539,402,21239
2748,11313,4839,15,227,121,163,223,276,6474
3043,1673,830,6,74,45,10,32,56,843
4741,4,4,0,0,0,0,0,0,0
4971,2041,1018,15,75,40,0,68,16,1023
15716,867,397,0,50,10,16,0,12,470
26866,673,295,0,0,11,0,10,4,378
28447,1643,687,60,0,35,0,0,15,956
28465,7252,3596,58,185,219,33,111,236,3656
32920,10181,5068,109,104,259,36,190,159,5113
48067,24901,12897,130,940,284,93,878,264,12004
49046,7900,4092,60,207,133,57,192,93,3808
15456,2591,1271,20,70,39,8,58,59,1320
15742,990,487,0,37,16,0,28,15,503
18447,10045,4686,62,232,230,31,217,187,5359
35652,8700,4219,17,212,189,90,208,184,4481
36558,3414,1759,34,117,43,2,98,29,1655
7108,22047,9826,287,874,99,83,1004,273,12221
38332,1097,561,6,42,5,0,33,55,536
7460,3407,1800,61,75,39,38,64,59,1607
45208,18503,8850,40,725,106,13,580,244,9653
45505,19919,9442,65,611,177,84,575,319,10477
10956,31619,15221,164,737,384,104,900,429,16398
29907,14801,7732,323,535,48,14,396,200,7069
19127,6082,3376,47,210,50,251,68,64,2706
27505,5862,2889,38,169,39,18,124,111,2973
20815,30512,14553,49,870,427,108,917,390,15959
31565,2008,941,0,65,85,0,84,23,1067
84310,3984,2070,25,118,123,17,76,22,1914
97495,1858,878,36,47,37,0,77,182,980
97814,12433,6455,76,340,260,65,268,105,5978
76664,3762,2034,11,121,52,16,70,48,1728
99338,15724,7887,77,557,161,82,581,238,7837
77624,619,347,0,29,0,0,4,40,272
16238,447,199,2,8,1,6,10,9,248
24471,1627,856,0,45,50,17,18,21,771
79718,886,464,19,32,15,4,45,12,422
63546,1950,943,27,68,14,23,82,21,1007
12996,2079,1137,1,103,24,14,100,31,942
13363,2279,1066,22,33,0,0,99,46,1213
28034,17327,8476,51,376,157,106,562,187,8851
28638,11698,5632,27,336,98,27,365,134,6066
66451,1595,772,45,31,17,10,57,11,823
29320,1017,476,0,0,0,0,0,0,541
54929,8682,4310,10,246,137,33,230,186,4372
1151,8807,4218,109,179,62,70,289,99,4589
55305,20818,10086,31,602,268,32,679,262,10732
1879,12345,6040,127,518,93,18,507,211,6305
2215,25619,10900,860,516,102,1647,396,90,14719
15057,15671,7749,52,550,209,72,702,197,7922
3071,5316,2952,92,193,96,94,177,16,2364
4039,7562,3469,12,170,78,0,311,117,4093
4985,52,19,0,0,0,0,4,0,33
95662,32006,16002,150,1033,382,147,1078,514,16004
88436,50,20,13,0,0,0,0,0,30
72456,444,235,0,17,10,1,4,2,209
75975,3703,1741,0,109,29,15,134,31,1962
17884,215,97,0,14,5,0,11,3,118
19343,7946,4075,33,163,124,21,175,118,3871
8724,40924,20068,343,1173,408,264,958,598,20856
2138,38835,18805,1117,1168,212,1072,1089,328,20030
60442,10531,5375,27,487,104,82,356,75,5156
61324,92,63,0,6,9,0,0,0,29
40356,43722,21155,214,1154,359,178,1583,764,22567
43228,54362,25985,427,1976,381,303,2026,686,28377
46742,3613,1839,24,131,43,19,69,81,1774
11566,33401,16741,117,941,350,123,975,565,16660
38563,3512,1632,21,112,63,26,89,34,1880
52758,220,111,0,15,5,4,1,1,109
28754,10138,5334,113,260,155,44,244,138,4804
27109,2570,1185,135,0,0,112,0,0,1385
31805,2431,1065,0,61,45,9,56,16,1366
12911,25,19,8,0,0,0,0,0,6
30071,25218,12824,233,1175,157,92,1055,128,12394
92626,50541,24776,420,2075,337,292,1889,707,25765
95918,2643,1538,0,86,91,0,29,0,1105
96087,589,363,0,18,6,0,0,12,226
85924,2696,1426,25,13,88,0,43,38,1270
85930,1337,737,6,47,3,6,52,16,600
97498,1539,730,6,57,24,16,23,26,809
10977,64882,32999,477,2142,413,405,2232,654,31883
3841,6437,3058,23,76,110,0,110,152,3379
1103,2389,1090,71,100,0,0,75,63,1299
27110,2601,1215,101,0,0,99,0,0,1386
32754,10436,5464,69,200,117,64,256,243,4972
34679,103,30,0,0,0,0,0,0,73
35470,4676,1948,76,96,0,244,157,17,2728
37090,15099,7718,46,463,297,57,297,218,7381
38040,4796,2422,47,40,17,61,127,96,2374
21802,89,37,0,10,0,0,0,0,52
22646,116,35,0,0,0,0,44,0,81
23108,222,97,21,0,0,0,0,17,125
23832,36849,17966,375,1268,308,125,1307,572,18883
24351,558,291,0,32,6,0,35,0,267
79534,83,50,0,0,0,0,4,4,33
80451,994,452,0,34,8,22,27,0,542
82058,47,33,0,0,0,0,0,0,14
82516,486,229,0,0,4,7,6,0,257
95350,53098,25467,312,1490,659,311,1421,851,27631
95468,1325,600,17,83,45,2,53,34,725
97441,382,133,0,27,0,0,0,0,249
98953,6954,3440,67,248,17,67,276,110,3514
92675,37457,17896,226,788,417,286,840,626,19561
76012,26919,12804,147,722,219,319,654,304,14115
84039,910,444,3,59,0,0,42,40,466
85206,36901,17843,333,1008,497,149,992,444,19058
76251,671,327,4,8,11,0,14,27,344
77382,39861,19465,81,804,224,205,1130,514,20396
77546,53320,26003,253,1633,455,154,1691,580,27317
40346,864,465,15,28,24,0,33,13,399
41214,617,320,0,42,0,0,33,0,297
41838,499,299,27,4,29,0,41,0,200
42130,313,133,0,19,0,0,0,0,180
42459,4128,2021,20,84,38,80,106,34,2107
42647,3422,1749,0,73,67,42,106,73,1673
43566,7926,3894,30,363,127,0,305,85,4032
62034,13667,6914,71,475,175,39,440,170,6753
64456,1429,657,4,55,10,3,21,5,772
56436,39,20,0,0,0,0,0,2,19
46771,0,0,0,0,0,0,0,0,0
47010,249,127,0,18,0,0,0,5,122
2367,2945,1524,7,63,6,13,76,62,1421
68817,312,151,0,16,5,0,7,0,161
62266,87,43,0,13,0,0,0,0,44
58352,501,278,9,24,2,0,16,10,223
72565,685,334,3,17,7,0,53,15,351
73089,12689,6288,26,406,92,48,444,198,6401
79739,1213,678,12,45,23,0,46,14,535
1010,3739,1833,26,33,48,0,115,47,1906
97324,1297,612,0,23,22,6,28,30,685
91767,50264,24420,375,1495,314,337,1680,532,25844
87734,212,106,0,1,9,0,3,0,106
40342,21952,10735,92,634,200,151,646,474,11217
34428,9369,4415,64,274,172,125,135,160,4954
35079,9267,4659,50,139,49,14,169,109,4608
35204,9399,4263,53,257,146,58,162,155,5136
36311,2715,1399,26,116,22,14,40,21,1316
30731,2221,1133,0,17,65,27,60,30,1088
32352,6698,2984,43,268,109,148,291,47,3714
63112,18744,8923,143,560,88,176,719,237,9821
63369,1940,896,0,55,8,6,93,59,1044
18066,6332,3207,13,132,48,0,174,71,3125
18935,18,18,0,0,0,0,0,0,0
70788,3790,1939,23,85,34,22,113,80,1851
71952,96,62,0,0,0,0,0,0,34
52543,371,227,0,0,0,0,0,0,144
53566,15156,7245,79,445,208,56,486,111,7911
45115,143,94,0,0,0,0,8,0,49
49816,706,383,6,12,11,1,15,31,323
50620,42,17,0,2,0,0,0,1,25
50638,3297,1633,12,91,40,20,102,39,1664
53001,1825,954,19,93,35,13,67,48,871
54001,7782,3732,62,183,113,51,239,128,4050
35042,5961,2860,0,155,114,0,138,130,3101
38352,654,315,0,0,30,14,0,35,339
59066,586,313,8,17,8,0,19,13,273
38940,1637,812,5,41,24,0,40,0,825
40601,51082,24684,225,1333,518,419,1478,995,26398
48075,22052,9645,112,447,266,176,773,412,12407
49238,1648,828,12,59,24,10,40,22,820
55405,16169,8646,54,777,122,67,640,116,7523
31648,912,366,0,27,0,0,42,0,546
17701,43427,21869,480,1191,508,686,835,475,21558
20606,459,222,0,0,12,12,0,8,237
21206,51561,23624,497,1630,436,339,1755,815,27937
12926,2192,1187,17,87,18,9,46,40,1005
13060,2809,1251,28,47,35,36,40,23,1558
13778,5557,2682,13,121,47,43,125,113,2875
14723,1104,554,4,46,8,0,52,17,550
16329,518,269,5,9,8,9,10,7,249
25045,5140,2500,0,161,62,15,136,11,2640
12491,1535,730,0,21,27,14,27,36,805
6786,9391,4477,88,381,69,28,335,175,4914
1438,711,385,0,75,0,0,47,0,326
54015,3520,1732,16,173,26,49,119,26,1788
54247,2052,1103,8,71,32,2,37,45,949
54962,1158,642,2,46,18,4,20,27,516
55902,25050,12126,86,879,228,101,964,367,12924
55969,1017,514,5,29,16,3,27,12,503
45223,11982,5934,39,400,118,127,475,174,6048
14450,41035,19534,97,852,494,220,1222,640,21501
16229,5426,2795,38,169,70,50,135,99,2631
17220,399,183,0,21,0,0,18,15,216
30572,796,342,0,0,0,3,0,20,454
31046,3198,1764,58,131,51,0,110,73,1434
33437,38921,17945,59,575,406,26,668,394,20976
22639,562,325,9,28,0,0,0,10,237
24413,188,80,0,11,16,0,0,16,108
29571,14140,6612,113,525,178,23,415,200,7528
36116,44556,20437,266,1474,335,199,1478,543,24119
28031,27460,13129,152,1083,189,51,1124,290,14331
11692,20991,9755,73,484,136,199,704,262,11236
12507,236,137,7,0,0,8,6,0,99
13045,29223,14161,614,705,367,925,702,314,15062
6426,3509,1840,1,10,27,13,48,55,1669
7078,13097,6781,24,278,118,23,314,139,6316
1543,8586,4512,66,218,42,40,176,102,4074
48209,32620,16014,184,1090,194,280,1315,282,16606
46056,2347,1136,3,55,45,0,89,43,1211
37115,40484,19141,361,1216,318,219,1397,603,21343
59323,2520,1224,3,38,16,0,108,22,1296
50054,2909,1411,34,98,45,3,103,4,1498
59743,103,56,0,1,1,0,1,4,47
34203,37632,18245,93,1135,446,35,858,399,19387
36034,974,535,0,37,0,16,39,2,439
62010,11357,5709,23,318,134,29,384,188,5648
62419,230,128,0,6,10,0,0,16,102
67867,1874,924,21,37,11,0,84,12,950
68778,560,290,2,23,2,0,14,6,270
77960,56,56,0,0,0,0,0,0,0
79091,132,61,0,8,10,0,8,0,71
64071,571,267,2,0,20,2,9,16,304
57331,429,218,7,26,7,6,30,4,211
72478,370,198,0,0,48,0,0,0,172
81621,5929,3153,0,288,43,32,264,116,2776
70451,0,0,0,0,0,0,0,0,0
70756,364,185,0,0,30,0,48,0,179
62080,2433,1182,7,62,32,12,74,29,1251
70576,1128,721,20,103,5,6,31,0,407
99644,187,73,5,4,3,0,2,3,114
49420,6393,3299,56,205,54,32,141,78,3094
28580,12874,7303,61,605,119,44,285,239,5571
50055,903,415,3,43,7,0,32,6,488
51342,1318,639,7,34,19,0,66,19,679
40176,986,516,0,40,34,0,48,6,470
44032,1516,801,0,33,30,11,7,6,715
27609,32870,15232,101,1092,196,149,1233,346,17638
32963,14790,7154,68,48,295,0,70,324,7636
42085,981,531,0,40,0,17,48,6,450
84542,1522,751,16,60,6,19,45,20,771
86024,649,300,0,17,24,0,3,19,349
21629,9726,4742,24,296,55,16,294,157,4984
7026,31697,15154,124,1310,280,45,1401,322,16543
1907,14950,6853,71,353,201,57,351,213,8097
16942,837,428,4,13,26,2,26,3,409
38651,7744,3647,33,77,75,82,219,53,4097
57339,1605,808,9,44,21,16,39,17,797
58531,355,175,1,0,0,0,0,4,180
17941,808,422,2,27,2,6,16,8,386
54750,1062,521,10,34,15,5,32,19,541
49908,3444,2203,31,163,20,5,48,22,1241
51058,826,416,10,35,15,0,10,14,410
81050,9065,4270,61,177,125,52,376,100,4795
30216,2376,1250,52,188,27,12,17,40,1126
89191,628,492,138,0,0,20,0,0,136
15037,10557,5008,51,240,122,66,223,193,5549
12205,27212,13342,181,1067,348,54,888,647,13870
926,96530,44087,697,2448,788,494,2809,1216,52443
1604,37468,19054,145,1178,212,188,1144,364,18414
29331,194,107,0,0,0,40,0,0,87
66851,550,264,0,16,8,0,12,13,286
95688,37227,18597,125,828,549,302,1193,631,18630
53818,16304,8853,812,296,102,611,345,199,7451
97058,20470,10267,163,645,208,75,620,317,10203
97904,238,123,0,6,3,0,4,1,115
98373,25068,12596,318,917,227,210,1242,359,12472
94544,79235,39468,470,3071,632,671,2827,763,39767
41524,167,76,0,23,0,10,0,8,91
15926,2518,1326,7,30,43,16,53,20,1192
45216,8925,4489,34,290,99,14,519,110,4436
19523,463,251,0,12,0,0,0,0,212
98031,36750,18869,208,1433,357,237,1152,449,17881
35751,237,173,0,40,0,0,0,0,64
26372,589,332,0,52,20,0,19,20,257
47384,1851,939,9,59,16,9,42,23,912
47666,1842,914,16,32,12,14,40,2,928
757,22066,10650,178,733,221,217,748,172,11416
35749,22295,11162,88,963,80,76,832,204,11133
96743,14496,6504,6,439,305,17,408,134,7992
94304,3902,1950,40,290,10,0,180,37,1952
4677,327,160,0,8,6,0,18,1,167
75789,7972,4060,36,141,109,14,182,69,3912
77430,2104,1093,8,57,20,15,76,26,1011
48195,29268,13949,98,543,449,208,825,605,15319
77983,2301,1129,36,56,27,37,76,51,1172
48348,24257,12097,81,755,208,61,797,414,12160
84790,44224,22084,310,1289,566,255,1269,642,22140
38661,1860,832,0,0,35,0,23,74,1028
64654,46,29,0,1,0,0,0,1,17
65629,710,355,0,32,0,0,38,9,355
68460,717,388,0,26,10,1,22,5,329
28731,8354,4106,100,207,218,20,251,148,4248
37049,3685,1684,13,75,40,31,71,51,2001
80741,974,566,10,21,8,9,15,11,408
17050,37619,18060,171,1058,446,187,1079,604,19559
795,44766,21317,131,1374,383,322,1752,547,23449
31550,801,445,0,54,16,0,42,14,356
21219,9427,4617,59,204,98,78,427,141,4810
19053,26383,13019,186,988,334,161,634,277,13364
23663,13832,6497,201,302,76,156,492,130,7335
12504,1498,655,76,0,0,113,9,0,843
48607,1654,821,20,57,13,6,50,8,833
82901,29321,15494,110,1339,239,62,1079,307,13827
20762,2964,1556,74,88,14,27,146,6,1408
1086,372,185,9,0,0,32,0,0,187
12413,2815,1251,54,117,31,0,68,125,1564
5043,1009,503,15,4,11,6,34,13,506
33880,41346,20882,341,1103,529,297,1444,709,20464
36849,4108,1302,91,0,0,167,0,0,2806
24570,6,0,0,0,0,0,0,0,6
97735,94,47,0,0,7,0,13,0,47
73007,2349,1164,25,70,27,0,32,15,1185
73625,653,360,12,44,19,2,21,13,293
68526,6847,3437,18,245,124,21,288,55,3410
76245,2068,1040,0,19,109,0,43,0,1028
61435,29,6,0,0,0,0,0,0,23
61480,1210,583,9,40,10,13,31,14,627
70072,56308,26373,333,1569,572,331,1676,922,29935
36088,4802,2001,157,75,17,399,96,31,2801
48134,21792,10867,81,815,299,61,769,320,10925
27401,22105,10300,431,774,201,568,527,284,11805
27809,5083,2802,80,78,93,33,152,91,2281
21746,2953,2953,94,291,16,0,0,0,0
22947,3793,1778,0,112,65,72,77,41,2015
3048,3504,1738,6,103,73,0,162,69,1766
4259,3208,1523,30,101,7,11,122,35,1685
58713,18,11,0,0,5,0,0,0,7
58853,196,82,0,13,4,7,10,8,114
61770,1138,530,9,18,15,0,27,10,608
62601,353,184,3,6,0,0,0,14,169
63863,6201,2794,37,141,34,115,221,99,3407
68319,573,326,1,12,6,6,3,24,247
70456,2589,1103,6,132,17,6,160,38,1486
70541,346,171,5,12,6,0,25,4,175
70770,3441,1616,28,155,71,0,63,31,1825
71241,9996,5051,53,299,141,26,228,215,4945
72010,6557,3261,17,184,78,43,284,112,3296
64848,601,322,9,0,0,2,0,44,279
84320,2673,1423,7,60,76,17,93,18,1250
84521,834,396,0,46,8,2,50,27,438
76031,16855,8511,57,634,141,127,311,129,8344
72683,323,136,11,7,0,0,7,0,187
74080,2961,1492,0,97,32,0,108,18,1469
14103,10541,5174,55,282,74,30,260,142,5367
14727,5225,2610,11,111,119,0,218,85,2615
15122,19647,9360,56,540,281,58,551,196,10287
16720,1250,647,7,20,23,14,40,23,603
33569,27428,13424,205,852,319,91,657,247,14004
33613,34941,17953,751,1068,319,1007,833,310,16988
28524,304,101,0,0,0,0,28,0,203
29212,29586,13995,285,998,495,240,1109,505,15591
36590,0,0,0,0,0,0,0,0,0
37388,25511,12089,148,642,285,206,716,274,13422
37769,5763,2806,32,182,25,16,133,103,2957
37888,3290,1580,16,19,62,23,57,27,1710
15558,2302,1132,2,99,27,33,82,32,1170
15727,198,76,0,20,0,5,14,7,122
15929,32,18,0,0,0,0,0,0,14
8536,19793,9754,15,874,186,28,961,297,10039
17846,3853,1829,0,111,66,6,133,112,2024
18441,154,79,0,0,7,0,0,17,75
99748,172,104,0,4,0,0,4,4,68
76932,3769,1948,23,171,45,37,142,50,1821
77339,41205,20759,312,1381,400,207,1770,450,20446
80304,27038,13670,119,973,285,61,979,495,13368
65632,2446,1247,9,31,8,0,81,72,1199
69155,1121,636,3,16,9,0,17,32,485
89086,6060,2899,62,164,0,59,228,9,3161
78340,440,271,0,13,16,0,2,10,169
71483,10280,5750,85,481,184,154,164,151,4530
72057,896,417,0,11,8,0,11,0,479
74016,5697,2730,13,161,28,16,166,99,2967
90704,3922,1955,1,97,15,1,177,66,1967
92592,84418,42147,507,2219,819,467,2788,1161,42271
2916,9075,4304,32,283,109,41,282,89,4771
3269,2976,1615,0,68,23,0,83,92,1361
6483,16522,8225,167,416,222,109,572,184,8297
1570,16971,7728,82,532,156,158,763,235,9243
2109,3853,2139,18,133,22,20,97,46,1714
60099,30934,14888,186,1036,296,212,1162,445,16046
37814,34684,17382,148,1182,405,201,1114,369,17302
28659,21229,10615,128,731,295,128,771,223,10614
29113,1211,735,4,65,21,25,10,10,476
43105,7626,3843,68,278,64,22,248,95,3783
44633,2634,1421,48,92,42,17,50,28,1213
45131,227,94,0,4,1,0,5,2,133
45246,14206,6421,107,284,129,0,358,207,7785
56223,1432,676,5,41,18,12,31,29,756
57758,91,55,0,6,0,0,0,0,36
62067,2755,1226,0,33,43,5,23,26,1529
43974,75,39,7,0,0,0,4,0,36
44053,18895,8479,140,531,197,98,426,160,10416
46104,879,485,0,18,19,0,0,23,394
49638,873,471,5,16,14,8,13,30,402
50249,1276,664,7,21,18,3,35,12,612
43220,26549,12940,102,676,217,47,735,323,13609
34668,47309,22569,328,1069,528,345,1208,638,24740
35967,16373,8048,212,418,224,68,679,159,8325
89015,42748,21415,305,1201,601,201,1117,680,21333
89045,2051,1134,0,81,0,0,10,29,917
89820,5481,3184,53,285,37,50,109,85,2297
98115,53431,25685,176,2043,612,296,2170,487,27746
91931,496,198,0,33,0,0,63,0,298
1028,16200,7472,50,342,230,130,497,246,8728
24536,259,120,0,34,0,0,36,0,139
38545,1612,799,18,15,35,7,93,5,813
38850,2846,1443,0,105,26,38,121,14,1403
40404,853,351,38,0,0,85,14,0,502
29370,1187,568,69,19,13,0,54,0,619
30562,1386,652,13,50,6,0,0,2,734
37211,76834,39146,649,3165,524,327,2915,526,37688
18503,1158,739,9,48,11,0,22,0,419
18509,13744,6875,164,557,154,135,424,165,6869
19007,20925,9742,160,757,229,169,772,221,11183
21840,349,171,0,0,13,0,0,19,178
23968,577,226,0,0,15,0,8,0,351
24954,3905,1859,37,126,62,9,125,53,2046
42254,230,127,0,4,2,2,4,3,103
43332,1734,862,3,72,24,7,42,27,872
32308,22441,10166,154,894,173,123,537,357,12275
32311,21038,9908,42,730,253,176,937,326,11130
32696,12363,5941,257,298,79,49,280,265,6422
49866,8092,4088,10,245,137,31,277,115,4004
46050,2215,1056,5,85,24,12,55,31,1159
67743,141,78,1,0,0,0,0,6,63
64132,14817,6778,56,345,78,99,511,265,8039
48235,44753,20079,369,925,350,374,1382,623,24674
54653,943,469,2,30,5,4,21,3,474
61751,83,45,0,8,0,0,0,0,38
62258,9253,4514,53,449,149,39,285,171,4739
75231,41072,21209,225,1915,305,311,1470,458,19863
5874,541,256,0,10,8,0,3,4,285
7401,6762,3004,17,123,133,16,169,72,3758
31027,8966,4306,65,285,92,32,378,101,4660
35653,11043,5721,147,341,91,0,356,84,5322
35670,6667,3481,86,248,84,130,287,81,3186
35904,14030,7126,43,427,137,91,314,214,6904
37187,7360,3651,33,167,67,8,343,165,3709
99151,132,61,0,4,3,0,0,5,71
99561,501,265,6,10,5,0,10,0,236
57041,95,51,0,12,0,0,11,0,44
58005,920,479,0,23,16,0,46,5,441
58277,158,77,0,3,7,0,4,4,81
59061,243,136,13,0,16,0,0,4,107
59845,1295,654,5,31,40,0,32,14,641
87320,540,266,4,20,4,14,4,11,274
65591,1903,1012,0,42,33,0,35,19,891
67118,703,331,2,32,6,1,36,3,372
67223,582,336,0,0,8,18,15,16,246
68926,600,286,7,23,10,7,13,11,314
60126,48410,23842,248,1347,534,258,1508,599,24568
52726,4716,2431,5,105,48,16,124,74,2285
54160,279,153,7,2,1,5,2,2,126
54205,1956,993,4,68,15,14,36,33,963
54437,3034,1552,31,64,36,2,63,48,1482
57538,240,135,0,10,0,0,13,4,105
62571,1659,846,10,37,27,21,41,34,813
97604,152,110,0,0,0,0,0,0,42
78592,840,426,13,12,13,7,24,0,414
79719,598,293,0,18,5,7,5,5,305
76530,2037,1128,0,90,26,3,32,35,909
56162,223,112,0,2,6,0,6,4,111
72355,2285,1039,87,11,64,0,38,8,1246
74470,1488,748,9,41,22,0,50,27,740
75251,2414,914,11,52,16,0,57,32,1500
75771,20488,10277,97,876,270,50,614,501,10211
49706,4509,2246,29,118,30,65,140,67,2263
49894,676,342,0,54,0,0,94,18,334
50002,1460,738,12,43,20,0,49,18,722
54207,142,76,0,11,2,0,4,4,66
64475,363,197,0,6,4,2,13,0,166
66044,28701,14686,1569,776,210,491,799,265,14015
71439,1818,771,10,12,24,18,63,17,1047
71766,801,440,0,14,25,3,11,5,361
71865,159,72,0,5,14,0,0,2,87
61615,23168,11005,34,541,323,142,648,456,12163
61818,1712,880,24,114,21,20,49,16,832
84624,5723,2941,15,293,70,51,165,49,2782
80471,0,0,0,0,0,0,0,0,0
88347,118,66,3,0,0,0,0,0,52
95030,13288,6473,7,291,207,7,314,168,6815
78056,1936,773,0,62,17,0,62,62,1163
28673,6307,3285,68,238,86,0,197,199,3022
29655,6915,3338,30,305,79,1,199,181,3577
37341,11212,5415,42,195,146,63,321,231,5797
42207,1127,471,8,11,0,9,18,24,656
94533,75635,37510,562,2591,344,449,2573,884,38125
97039,514,278,2,30,6,0,9,3,236
98273,30595,15438,114,1096,193,186,886,357,15157
2081,19378,9424,134,563,120,70,631,190,9954
54891,3318,1723,24,104,52,10,73,58,1595
42445,10752,5246,70,386,226,148,347,145,5506
43905,107,51,0,0,0,0,0,0,56
44047,9122,4512,76,288,105,31,335,217,4610
65761,1058,569,18,15,35,2,16,6,489
39755,681,265,16,24,0,0,7,0,416
42748,8882,4306,56,500,70,0,197,124,4576
37681,6055,2780,88,140,0,26,215,54,3275
38664,3074,1455,0,217,11,0,126,10,1619
61327,1326,692,12,41,23,3,26,30,634
62560,1196,487,11,17,21,7,29,32,709
62650,26749,13481,512,836,295,225,639,331,13268
55748,1394,703,9,25,13,7,56,35,691
56172,3008,1467,14,58,42,22,82,35,1541
56369,667,380,0,16,12,10,29,19,287
53093,2029,1082,2,85,30,5,66,24,947
49636,401,210,1,0,19,0,0,11,191
7733,16566,7740,82,224,188,0,297,291,8826
8060,24364,11964,113,1111,343,122,940,377,12400
8823,9301,4497,0,522,72,38,442,150,4804
21678,1771,795,3,40,54,29,26,56,976
26343,293,121,0,27,0,0,42,11,172
18439,502,286,0,6,19,0,7,3,216
28778,9939,4732,125,306,113,67,380,137,5207
28792,34945,16804,258,951,258,228,685,327,18141
11790,17694,9307,480,299,123,546,370,210,8387
78563,190,68,0,0,0,0,0,14,122
53558,11866,5971,0,343,133,40,470,292,5895
61485,447,242,0,11,6,0,2,10,205
67563,318,170,0,0,8,4,2,0,148
67839,1377,714,0,53,41,7,19,9,663
70038,250,120,0,10,0,0,9,12,130
63129,53671,25854,520,1644,777,385,1831,1053,27817
64152,29231,14406,65,894,291,87,940,289,14825
74834,7712,3896,52,175,89,48,204,169,3816
75044,41901,19806,281,1266,436,240,1541,647,22095
31011,694,365,6,33,1,15,22,22,329
49853,1163,611,4,14,24,11,25,33,552
50231,170,78,0,4,0,0,4,1,92
50255,73,44,0,0,0,0,3,1,29
53527,10906,5466,14,360,55,135,420,139,5440
55403,16588,9217,34,730,138,47,354,140,7371
41564,935,445,0,58,20,0,77,0,490
42455,3103,1632,13,68,13,48,72,44,1471
43920,22290,10605,150,811,233,92,501,424,11685
45062,686,382,3,11,8,0,28,18,304
39531,17521,9108,52,740,179,187,627,202,8413
32618,8058,3623,81,186,176,101,234,240,4435
46514,41297,19940,191,1242,313,202,1147,497,21357
47860,384,217,0,6,2,6,15,1,167
36915,805,391,0,28,8,0,19,1,414
16645,163,82,0,7,1,0,11,1,81
7068,5849,2791,16,136,74,61,119,64,3058
7446,14920,7375,154,174,287,41,453,178,7545
7931,3174,1658,0,56,22,10,36,82,1516
8224,538,269,0,21,0,8,22,15,269
28364,15183,7377,148,465,114,66,463,148,7806
29001,2029,884,0,64,28,0,65,92,1145
29686,935,502,0,12,11,42,33,16,433
30012,27605,12931,117,1049,187,147,1077,304,14674
11385,106717,53086,651,4366,822,633,4855,1343,53631
11772,45964,23069,321,2030,532,193,1750,627,22895
12517,455,276,12,0,0,0,13,0,179
23409,194,109,0,18,0,0,17,0,85
23436,1038,546,7,64,23,0,34,33,492
21212,33342,15819,215,988,270,275,1321,436,17523
94501,63843,30784,341,2034,669,273,2530,895,33059
95330,21552,10932,239,685,153,92,742,216,10620
97112,2019,1041,20,27,38,35,53,39,978
91803,30385,15190,150,845,329,153,999,396,15195
1225,3135,1630,13,55,50,0,65,28,1505
61520,16806,9163,169,860,238,98,386,196,7643
62520,1637,781,10,79,16,0,26,3,856
62820,152,81,0,0,2,0,5,0,71
71072,1367,655,0,61,53,0,61,10,712
71334,10390,5430,52,462,121,44,331,195,4960
72577,814,454,0,19,29,0,19,26,360
81248,102,52,0,0,0,0,0,0,50
58455,393,190,0,10,4,0,6,2,203
67474,273,118,0,5,1,0,1,0,155
65339,527,277,17,11,4,7,7,13,250
66554,551,260,0,14,8,0,22,9,291
73528,559,290,0,32,8,2,21,10,269
75555,1672,848,2,27,2,0,20,22,824
77013,20706,11339,261,993,118,296,795,100,9367
52404,39284,19675,238,1399,359,212,1458,296,19609
53571,161,86,0,0,0,0,0,0,75
53589,20191,9783,125,707,284,64,693,291,10408
55040,12893,6789,45,432,137,93,315,123,6104
36539,809,347,17,8,42,24,7,8,462
37397,9525,4949,32,233,124,61,179,46,4576
38730,2104,989,1,61,13,11,50,21,1115
40448,49,17,0,0,17,0,0,0,32
44119,13108,6615,46,474,195,129,529,176,6493
44437,4406,1989,10,59,14,12,96,48,2417
59447,209,116,0,0,11,0,8,0,93
61238,3534,1871,14,196,54,4,110,39,1663
61358,312,152,0,16,2,5,13,1,160
61865,1560,782,3,34,21,27,34,16,778
